seq,timestamp,x,y
1,0.19999998,-6.0,-4.5
2,0.29999997,-5.986474990844727,-4.500216484069824
3,0.39999996,-5.959503173828125,-4.501564979553223
4,0.49999995,-5.917597770690918,-4.504199028015137
5,0.59999994,-5.859235763549805,-4.508384704589844
6,0.69999993,-5.794524669647217,-4.515170097351074
7,0.79999992,-5.719542980194092,-4.524814605712891
8,0.89999991,-5.6681060791015625,-4.532129287719727
9,0.9999999,-5.609419345855713,-4.541650295257568
10,1.09999989,-5.539364814758301,-4.555567264556885
11,1.19999988,-5.46186637878418,-4.571396350860596
12,1.29999987,-5.400169372558594,-4.583698272705078
13,1.3999998599999999,-5.3370161056518555,-4.596227645874023
14,1.49999985,-5.258065223693848,-4.613753318786621
15,1.59999984,-5.202767372131348,-4.627476215362549
16,1.6999998299999999,-5.141021728515625,-4.645744323730469
17,1.79999982,-5.062695026397705,-4.671428203582764
18,1.89999981,-4.97438907623291,-4.704770088195801
19,1.9999997999999999,-4.876811504364014,-4.741873264312744
20,2.09999979,-4.778284549713135,-4.778201580047607
21,2.19999978,-4.680148601531982,-4.815559387207031
22,2.29999977,-4.581145286560059,-4.8506760597229
23,2.39999976,-4.480945587158203,-4.882119178771973
24,2.49999975,-4.380941867828369,-4.91421365737915
25,2.59999974,-4.28172492980957,-4.948590278625488
26,2.69999973,-4.1829071044921875,-4.984188556671143
27,2.7999997199999997,-4.085413932800293,-5.023231029510498
28,2.89999971,-3.9881205558776855,-5.062737464904785
29,2.9999997,-3.8902790546417236,-5.1008734703063965
30,3.09999969,-3.792879819869995,-5.14011812210083
31,3.19999968,-3.6948468685150146,-5.1778717041015625
32,3.29999967,-3.5952835083007812,-5.211312770843506
33,3.3999996599999998,-3.495248317718506,-5.243227481842041
34,3.49999965,-3.3947577476501465,-5.273703098297119
35,3.59999964,-3.2940807342529297,-5.303576469421387
36,3.6999996299999998,-3.194164514541626,-5.335906028747559
37,3.79999962,-3.094430923461914,-5.368777275085449
38,3.89999961,-2.994192361831665,-5.400069236755371
39,3.9999995999999998,-2.8938844203948975,-5.431149005889893
40,4.09999959,-2.792656421661377,-5.459207534790039
41,4.19999958,-2.6904711723327637,-5.483447551727295
42,4.29999957,-2.588243246078491,-5.507509231567383
43,4.39999956,-2.4864797592163086,-5.5333943367004395
44,4.49999955,-2.384720802307129,-5.559355735778809
45,4.59999954,-2.2834014892578125,-5.586928844451904
46,4.69999953,-2.182204484939575,-5.615024089813232
47,4.79999952,-2.081594944000244,-5.645083904266357
48,4.89999951,-1.980701208114624,-5.674195289611816
49,4.9999995,-1.8792212009429932,-5.7012248039245605
50,5.09999949,-1.7766940593719482,-5.724238872528076
51,5.19999948,-1.6733393669128418,-5.7428436279296875
52,5.29999947,-1.5699257850646973,-5.7611002922058105
53,5.39999946,-1.4667962789535522,-5.780873775482178
54,5.49999945,-1.3632338047027588,-5.798479080200195
55,5.59999944,-1.2588833570480347,-5.81087064743042
56,5.69999943,-1.1540741920471191,-5.817794322967529
57,5.79999942,-1.0492324829101562,-5.823727130889893
58,5.89999941,-0.9445070028305054,-5.831375598907471
59,5.9999994,-0.8398067951202393,-5.839502811431885
60,6.09999939,-0.7350334525108337,-5.846476078033447
61,6.19999938,-0.6302177906036377,-5.853021621704102
62,6.29999937,-0.5253326892852783,-5.858041286468506
63,6.39999936,-0.42050701379776,-5.864767074584961
64,6.49999935,-0.3160542845726013,-5.8757476806640625
65,6.59999934,-0.21181777119636536,-5.8886799812316895
66,6.69999933,-0.10819479823112488,-5.905838489532471
67,6.7999993199999995,-0.004735231399536133,-5.92385721206665
68,6.89999931,0.0993032455444336,-5.938450813293457
69,6.9999993,0.20397412776947021,-5.947662353515625
70,7.09999929,0.30905210971832275,-5.950699806213379
71,7.19999928,0.4140484929084778,-5.946584224700928
72,7.29999927,0.4919084310531616,-5.941361427307129
73,7.39999926,0.58016437292099,-5.934935092926025
74,7.49999925,0.6764249801635742,-5.92795991897583
75,7.59999924,0.7804495096206665,-5.921555042266846
76,7.6999992299999995,0.8583494424819946,-5.916772842407227
77,7.79999922,0.9467415809631348,-5.9126763343811035
78,7.89999921,1.0456016063690186,-5.907690048217773
79,7.9999991999999995,1.1504186391830444,-5.900867938995361
80,8.09999919,1.254903793334961,-5.890300273895264
81,8.19999918,1.3385181427001953,-5.8817338943481445
82,8.29999917,1.4267709255218506,-5.875142574310303
83,8.39999916,1.5241976976394653,-5.870421409606934
84,8.49999915,1.62925124168396,-5.870663166046143
85,8.59999914,1.7342277765274048,-5.873376369476318
86,8.69999913,1.8391990661621094,-5.876285552978516
87,8.79999912,1.944105863571167,-5.880749225616455
88,8.89999911,2.0490520000457764,-5.884781360626221
89,8.9999991,2.1540462970733643,-5.886468410491943
90,9.09999909,2.2590324878692627,-5.889965057373047
91,9.19999908,2.3637890815734863,-5.8974127769470215
92,9.29999907,2.468482494354248,-5.905584335327148
93,9.39999906,2.573402166366577,-5.910872936248779
94,9.49999905,2.6784327030181885,-5.911472320556641
95,9.59999904,2.7834596633911133,-5.909816265106201
96,9.69999903,2.8883535861968994,-5.903344631195068
97,9.79999902,2.9926459789276123,-5.890530586242676
98,9.89999901,3.0962624549865723,-5.873409271240234
99,9.999999,3.1997029781341553,-5.855306625366211
100,10.09999899,3.3032727241516113,-5.838006019592285
101,10.19999898,3.406595230102539,-5.819174766540527
102,10.29999897,3.5093653202056885,-5.797593116760254
103,10.39999896,3.6120336055755615,-5.775482177734375
104,10.49999895,3.714261054992676,-5.751495361328125
105,10.59999894,3.8165054321289062,-5.727588653564453
106,10.69999893,3.918524980545044,-5.702719211578369
107,10.79999892,4.019801616668701,-5.674751281738281
108,10.89999891,4.119803428649902,-5.642692565917969
109,10.9999989,4.219543933868408,-5.609834671020508
110,11.09999889,4.319849491119385,-5.578765869140625
111,11.19999888,4.420213222503662,-5.54788064956665
112,11.29999887,4.521202564239502,-5.519057273864746
113,11.39999886,4.622559547424316,-5.491618633270264
114,11.49999885,4.723397254943848,-5.462263584136963
115,11.59999884,4.823683738708496,-5.431141376495361
116,11.69999883,4.924153804779053,-5.400618553161621
117,11.79999882,5.0247392654418945,-5.370445251464844
118,11.89999881,5.125878810882568,-5.34221887588501
119,11.9999988,5.226943492889404,-5.313675403594971
